,distid_nerds,schoolid_stateassigned,distname_nerds,schoolname_nerds,enroll_raw_TX,pp_stloc_raw_TX,CEID,distname_ed,SiteID,schoolname_ed,distid_ed,CECounty,SiteCounty,SiteISP,school_id
416,94902.0,94902109,SCHERTZ-CIBOLO-U CITY ISD,BARBARA JORDAN INT,738,7820.599901,449,SCHERTZ-CIBOLO-U CITY ISD,109,BARBARA JORDAN INT,94902,GUADALUPE,GUADALUPE,13.39,94902109
417,94902.0,94902111,SCHERTZ-CIBOLO-U CITY ISD,NORMA J PASCHAL EL,695,7488.304807,449,SCHERTZ-CIBOLO-U CITY ISD,111,NORMA J PASCHAL ELEMENTARY,94902,GUADALUPE,GUADALUPE,13.07,94902111
418,94902.0,94902102,SCHERTZ-CIBOLO-U CITY ISD,ROSE GARDEN EL,632,7814.164457,449,SCHERTZ-CIBOLO-U CITY ISD,102,ROSE GARDEN EL,94902,GUADALUPE,GUADALUPE,38.64,94902102
419,94902.0,94902114,SCHERTZ-CIBOLO-U CITY ISD,ELAINE S SCHLATHER INT,802,7163.612945,449,SCHERTZ-CIBOLO-U CITY ISD,114,ELAINE S. SCHLATHER INTERMEDIATE SCHOOL,94902,GUADALUPE,GUADALUPE,13.38,94902114
420,94902.0,94902001,SCHERTZ-CIBOLO-U CITY ISD,SAMUEL CLEMENS H S,2629,7875.021219,449,SCHERTZ-CIBOLO-U CITY ISD,1,SAMUEL CLEMENS H S,94902,GUADALUPE,GUADALUPE,13.38,94902001
421,94902.0,94902003,SCHERTZ-CIBOLO-U CITY ISD,BYRON P STEELE II H S,2496,7400.639952,449,SCHERTZ-CIBOLO-U CITY ISD,3,BYRON P. STEELE II HIGH SCHOOL,94902,GUADALUPE,GUADALUPE,9.85,94902003
422,94902.0,94902041,SCHERTZ-CIBOLO-U CITY ISD,RAY D CORBETT J H,1148,7209.101547,449,SCHERTZ-CIBOLO-U CITY ISD,41,RAY D CORBETT J H,94902,GUADALUPE,GUADALUPE,21.78,94902041
423,94902.0,94902113,SCHERTZ-CIBOLO-U CITY ISD,JOHN A SIPPEL EL,766,7371.882965,449,SCHERTZ-CIBOLO-U CITY ISD,113,JOHN A. SIPPEL ELEMENTARY SCHOOL,94902,GUADALUPE,GUADALUPE,16.05,94902113
424,94902.0,94902103,SCHERTZ-CIBOLO-U CITY ISD,SCHERTZ EL,735,7935.120918,449,SCHERTZ-CIBOLO-U CITY ISD,103,SCHERTZ EL,94902,GUADALUPE,GUADALUPE,38.92,94902103
425,15909.0,15909041,SOMERSET ISD,SOMERSET J H,668,8167.901435,84,SOMERSET ISD,41,SOMERSET JUNIOR HIGH,15909,BEXAR,BEXAR,53.62,15909041
426,15909.0,15909101,SOMERSET ISD,SOMERSET EL,673,7914.75561,84,SOMERSET ISD,101,SOMERSET ELEMENTARY,15909,BEXAR,BEXAR,48.51,15909101
427,15909.0,15909103,SOMERSET ISD,SOMERSET EARLY CHILDHOOD EL,399,7403.393091,84,SOMERSET ISD,103,SOMERSET EARLY CHILDHOOD ELEMENTARY,15909,BEXAR,BEXAR,83.03,15909103
428,15909.0,15909001,SOMERSET ISD,SOMERSET H S,1079,9831.334274,84,SOMERSET ISD,1,SOMERSET HIGH SCHOOL,15909,BEXAR,BEXAR,40.25,15909001
429,15909.0,15909104,SOMERSET ISD,S/SGT MICHAEL P BARRERA VETERANS E,599,8600.216196,84,SOMERSET ISD,104,SGT MICHAEL P BARRERA VETERANS EL,15909,BEXAR,BEXAR,57.83,15909104
430,15909.0,15909006,SOMERSET ISD,SHIRLEEN ZACHARIAS EARLY CLGE LEAD,129,9651.876392,84,SOMERSET ISD,6,EARLY COLLEGE LEADERSHIP ACADEMY (ECLA),15909,BEXAR,BEXAR,40.0,15909006
431,15909.0,15909105,SOMERSET ISD,SAVANNAH HEIGHTS INT,609,7354.266395,84,SOMERSET ISD,105,SAVANNAH HEIGHTS INTER,15909,BEXAR,BEXAR,48.25,15909105
432,15908.0,15908042,SOUTH SAN ANTONIO ISD,ALAN B SHEPARD MIDDLE,566,8411.97458,83,SOUTH SAN ANTONIO ISD,42,ALAN B SHEPARD MIDDLE,15908,BEXAR,BEXAR,67.03,15908042
433,15908.0,15908104,SOUTH SAN ANTONIO ISD,HUTCHINS EL,525,7746.305403,83,SOUTH SAN ANTONIO ISD,104,HUTCHINS EL,15908,BEXAR,BEXAR,61.61,15908104
434,15908.0,15908108,SOUTH SAN ANTONIO ISD,FRANK MADLA EL,489,7187.658929,83,SOUTH SAN ANTONIO ISD,108,FRANK MADLA ELEMENTARY,15908,BEXAR,BEXAR,74.61,15908108
435,15908.0,15908044,SOUTH SAN ANTONIO ISD,ROBERT C ZAMORA MIDDLE,725,7480.626979,83,SOUTH SAN ANTONIO ISD,44,ROBERT C ZAMORA MIDDLE SCHOOL,15908,BEXAR,BEXAR,56.74,15908044
436,15908.0,15908107,SOUTH SAN ANTONIO ISD,PRICE EL,512,7877.843617,83,SOUTH SAN ANTONIO ISD,107,PRICE EL,15908,BEXAR,BEXAR,75.09,15908107
437,15908.0,15908112,SOUTH SAN ANTONIO ISD,MIGUEL CARRILLO JR EL,462,7910.479169,83,SOUTH SAN ANTONIO ISD,112,MIGUEL CARRILLO JR EL,15908,BEXAR,BEXAR,77.66,15908112
438,15908.0,15908113,SOUTH SAN ANTONIO ISD,ROY BENAVIDEZ EL,646,7595.582201,83,SOUTH SAN ANTONIO ISD,113,ROY BENAVIDEZ ELEMENTARY,15908,BEXAR,BEXAR,65.73,15908113
439,15908.0,15908001,SOUTH SAN ANTONIO ISD,SOUTH SAN ANTONIO H S,2616,8057.875918,83,SOUTH SAN ANTONIO ISD,1,SOUTH SAN ANTONIO H S,15908,BEXAR,BEXAR,51.72,15908001
440,15908.0,15908106,SOUTH SAN ANTONIO ISD,PALO ALTO EL,502,7648.86777,83,SOUTH SAN ANTONIO ISD,106,PALO ALTO EL,15908,BEXAR,BEXAR,72.43,15908106
441,15908.0,15908110,SOUTH SAN ANTONIO ISD,NEIL ARMSTRONG EL,410,8428.509166,83,SOUTH SAN ANTONIO ISD,110,NEIL ARMSTRONG EL,15908,BEXAR,BEXAR,75.18,15908110
442,15908.0,15908105,SOUTH SAN ANTONIO ISD,KINDRED EL,364,8626.382765,83,SOUTH SAN ANTONIO ISD,105,KINDRED EL,15908,BEXAR,BEXAR,77.59,15908105
443,15908.0,15908041,SOUTH SAN ANTONIO ISD,DWIGHT MIDDLE,627,8303.641962,83,SOUTH SAN ANTONIO ISD,41,DWIGHT MIDDLE,15908,BEXAR,BEXAR,71.29,15908041
444,15908.0,15908109,SOUTH SAN ANTONIO ISD,FIVE PALMS EL,489,7971.752998,83,SOUTH SAN ANTONIO ISD,109,FIVE PALMS ELEMENTARY,15908,BEXAR,BEXAR,77.62,15908109
445,15917.0,15917043,SOUTHSIDE ISD,LOSOYA MIDDLESCHOOL,NRD,NRD,92,SOUTHSIDE ISD,43,LOSOYA MIDDLE SCHOOL,15917,BEXAR,BEXAR,64.56,15917043
446,15917.0,15917107,SOUTHSIDE ISD,COLONEL MENCHACA EARLY CHILDHOOD C,684,7803.307548,92,SOUTHSIDE ISD,107,COLONEL MENCHACA EARLY CHILDHOOD CENTER,15917,BEXAR,BEXAR,0.0,15917107
447,15917.0,15917104,SOUTHSIDE ISD,HERITAGE EL,472,9488.678496,92,SOUTHSIDE ISD,104,SOUTHSIDE HERITAGE ELEMENTARY,15917,BEXAR,BEXAR,70.88,15917104
448,15917.0,15917041,SOUTHSIDE ISD,JULIUS L MATTHEY MIDDLE,837,8940.235297,92,SOUTHSIDE ISD,41,Julius L Matthey Middle School,15917,BEXAR,BEXAR,54.61,15917041
449,15917.0,15917001,SOUTHSIDE ISD,SOUTHSIDE H S,1597,9122.001469,92,SOUTHSIDE ISD,1,SOUTHSIDE H S,15917,BEXAR,BEXAR,43.87,15917001
450,15917.0,15917105,SOUTHSIDE ISD,FREEDOM EL,581,8170.526348,92,SOUTHSIDE ISD,105,FREEDOM ELEMENTARY,15917,BEXAR,BEXAR,63.04,15917105
451,15917.0,15917102,SOUTHSIDE ISD,W M PEARCE PRI,463,8939.643079,92,SOUTHSIDE ISD,102,W M PEARCE PRI,15917,BEXAR,BEXAR,63.06,15917102
452,15917.0,15917106,SOUTHSIDE ISD,JULIAN C GALLARDO EL,566,8750.246113,92,SOUTHSIDE ISD,106,JULIAN C. GALLARDO ELEMENTARY,15917,BEXAR,BEXAR,69.55,15917106
453,15912.0,15912041,SOUTHWEST ISD,RONALD E MCNAIR MIDDLE,738,9371.768538,87,SOUTHWEST ISD,41,RONALD E MCNAIR MIDDLE SCHOOL,15912,BEXAR,BEXAR,53.43,15912041
454,15912.0,15912102,SOUTHWEST ISD,SUN VALLEY EL,612,8254.138497,87,SOUTHWEST ISD,102,SUN VALLEY EL,15912,BEXAR,BEXAR,55.38,15912102
455,15912.0,15912106,SOUTHWEST ISD,HIDDEN COVE EL,526,8894.98415,87,SOUTHWEST ISD,106,HIDDEN COVE EL,15912,BEXAR,BEXAR,79.62,15912106
456,15912.0,15912042,SOUTHWEST ISD,SHARON CHRISTA MCAULIFFE MIDDLE,745,9460.102735,87,SOUTHWEST ISD,42,SHARON CHRISTA MCAULIFFE MIDDLE SCHOOL,15912,BEXAR,BEXAR,72.3,15912042
457,15912.0,15912108,SOUTHWEST ISD,ELM CREEK EL,690,8357.379119,87,SOUTHWEST ISD,108,ELM CREEK EL,15912,BEXAR,BEXAR,60.8,15912108
458,15912.0,15912105,SOUTHWEST ISD,SKY HARBOUR EL,589,8793.991296,87,SOUTHWEST ISD,105,SKY HARBOUR EL,15912,BEXAR,BEXAR,69.78,15912105
459,15912.0,15912101,SOUTHWEST ISD,SOUTHWEST EL,628,8727.393773,87,SOUTHWEST ISD,101,SOUTHWEST EL,15912,BEXAR,BEXAR,51.48,15912101
460,15912.0,15912044,SOUTHWEST ISD,FRANCIS R SCOBEE MIDDLE,904,8333.81629,87,SOUTHWEST ISD,44,FRANCIS R SCOBEE MIDDLE SCHOOL,15912,BEXAR,BEXAR,45.99,15912044
461,15912.0,15912001,SOUTHWEST ISD,SOUTHWEST H S,2016,9085.342132,87,SOUTHWEST ISD,1,SOUTHWEST H S,15912,BEXAR,BEXAR,43.22,15912001
462,15912.0,15912109,SOUTHWEST ISD,KRIEWALD RD EL,597,8583.264888,87,SOUTHWEST ISD,109,KRIEWALD RD EL,15912,BEXAR,BEXAR,54.87,15912109
463,15912.0,15912104,SOUTHWEST ISD,BOB HOPE EL,482,8732.754578,87,SOUTHWEST ISD,104,BOB HOPE EL,15912,BEXAR,BEXAR,59.95,15912104
464,15912.0,15912005,SOUTHWEST ISD,SOUTHWEST LEGACY H S,1867,8724.448544,87,SOUTHWEST ISD,5,SOUTHWEST LEGACY H S,15912,BEXAR,BEXAR,61.08,15912005
465,15912.0,15912045,SOUTHWEST ISD,JUDITH A RESNIK MIDDLE,870,8614.823047,87,SOUTHWEST ISD,45,JUDITH A RESNIK MIDDLE,15912,BEXAR,BEXAR,62.47,15912045
466,15912.0,15912110,SOUTHWEST ISD,SPICEWOOD PARK EL,483,8714.653446,87,SOUTHWEST ISD,110,SPICEWOOD PARK ELEMENTARHY,15912,BEXAR,BEXAR,75.52,15912110
467,15912.0,15912006,SOUTHWEST ISD,CAST STEM H S,138,15195.20521,87,SOUTHWEST ISD,6,CAST STEM HIGH SCHOOL,15912,BEXAR,BEXAR,,15912006
468,15912.0,15912103,SOUTHWEST ISD,INDIAN CREEK EL,589,8683.363113,87,SOUTHWEST ISD,103,INDIAN CREEK EL,15912,BEXAR,BEXAR,78.05,15912103
469,15912.0,15912111,SOUTHWEST ISD,MEDIO CREEK EL,608,9094.526526,87,SOUTHWEST ISD,111,MEDIO CREEK ELEMENTARY,15912,BEXAR,BEXAR,69.09,15912111
470,15912.0,15912107,SOUTHWEST ISD,BIG COUNTRY EL,651,8342.352037,87,SOUTHWEST ISD,107,BIG COUNTRY EL,15912,BEXAR,BEXAR,47.81,15912107
